mrscid,mrsname,cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,timestamp,logdate
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,00000162A87B9766000000096375706F795F72656C656173654349,小資女艾蜜莉：我的資產翻倍存股筆記！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565583266691,2019-08-12
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,00000162A87B9766000000096375706F795F72656C656173654349,小資女艾蜜莉：我的資產翻倍存股筆記！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565596593506,2019-08-12
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E138F6C600000005A6375706F795F72656C656173654349,強迫改變慣用手，重挫自信心，孩子是左撇子，非改不可？,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1565664258111,2019-08-13
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1565664035637,2019-08-13
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565670897621,2019-08-13
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565671667022,2019-08-13
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD2E005000000036375706F795F72656C656173654349,教你如何選「適合」自己的投資工具！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565671709445,2019-08-13
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD98B8F000000046375706F795F72656C656173654349,那些年，我跟怪老子學的理財大小事！（一堂價值百萬的理財課程）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565671724879,2019-08-13
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565752672170,2019-08-14
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1565838715628,2019-08-15
empty,空的,00000159AA769DBF000000036375706F795F70726572656C656173654355,愛情不該如此！,00000159AB9BA59C000000536375706F795F70726572656C656173654349,你的親密關係走得下去嗎？,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']","['兩性', '愛情', '生活']",33510142,1565951937353,2019-08-16
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13881469000000596375706F795F72656C656173654349,別勉強在不願意的關係裡，呂秋遠律師：照顧自己才是第一優先！,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1565929541226,2019-08-16
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13B3332F0000005E6375706F795F72656C656173654349,Need to Know！ 川崎氏症的4個必知觀念,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1565929875191,2019-08-16
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565927571927,2019-08-16
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A8655BE20000000026375706F795F72656C656173654349,第二章 大數據框架,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565927577903,2019-08-16
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A86738FE9000000036375706F795F72656C656173654349,第三章 大數據戰略,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565927654523,2019-08-16
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A868296E1000000046375706F795F72656C656173654349,第四章 大數據架構,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565928101446,2019-08-16
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A868A6680000000056375706F795F72656C656173654349,第五章  大數據演算法,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565928126007,2019-08-16
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A873ED80D000000066375706F795F72656C656173654349,第六章 大數據流程,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565928162363,2019-08-16
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A87619C37000000076375706F795F72656C656173654349,第七章 大數據職能,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565928377499,2019-08-16
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1566104643251,2019-08-18
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1566171417620,2019-08-19
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1566171427897,2019-08-19
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD2E005000000036375706F795F72656C656173654349,教你如何選「適合」自己的投資工具！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1566171429386,2019-08-19
empty,空的,0000015B844049B90000000E6375706F795F72656C656173654355,齊俊傑看財經,0000016144FF50E8000000126375706F795F72656C656173654349,又是銀行理財！又是窩案！這一年註定不尋常,"['InternationalFinance_tw', 'business_tw', 'finance_tw']","['商業', '幽默', '財經']",96910144,1566371028700,2019-08-21
empty,空的,000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001606D9FCF88000000716375706F795F72656C656173654349,關於招募，雇主品牌比你想像的還更重要！,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1566370174358,2019-08-21
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566371092029,2019-08-21
empty,空的,00000159AB5EF689000000066375706F795F70726572656C656173654355,首爾就該這樣玩,00000159CAD08198000000646375706F795F70726572656C656173654349,怎麼換錢最划算,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['旅遊', '韓國', '首爾']",F4810138,1566478392590,2019-08-22
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE4B4268000001956375706F795F70726572656C656173654349,舞台劇片段－追風箏的孩子,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1566443133905,2019-08-22
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE4D0A06000001966375706F795F70726572656C656173654349,《追風箏的孩子》舞台劇劇照,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1566442708761,2019-08-22
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE4D0A06000001966375706F795F70726572656C656173654349,《追風箏的孩子》舞台劇劇照,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1566442803634,2019-08-22
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE4D0A06000001966375706F795F70726572656C656173654349,《追風箏的孩子》舞台劇劇照,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1566443149358,2019-08-22
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1566412200477,2019-08-22
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13B3332F0000005E6375706F795F72656C656173654349,Need to Know！ 川崎氏症的4個必知觀念,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1566412195039,2019-08-22
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1566457942911,2019-08-22
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566465868566,2019-08-22
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566467711305,2019-08-22
empty,空的,0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015E92344C72000000F36375706F795F72656C656173654349,【艾瑪唱童謠】Two Little Dicky Birds 純朗讀+清唱,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1566652757500,2019-08-24
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AFD5EF3000000066375706F795F72656C656173654349,25K小資女，上網學投資，6年賺 400萬！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1566634096459,2019-08-24
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E1372B6FD000000556375706F795F72656C656173654349,外頭燒、體內也燒！5大常見夏季發燒原因,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1566734177751,2019-08-25
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1566791435426,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807545156,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A8655BE20000000026375706F795F72656C656173654349,第二章 大數據框架,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807588265,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A86738FE9000000036375706F795F72656C656173654349,第三章 大數據戰略,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807597263,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A868296E1000000046375706F795F72656C656173654349,第四章 大數據架構,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807602433,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A868A6680000000056375706F795F72656C656173654349,第五章  大數據演算法,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807606372,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A873ED80D000000066375706F795F72656C656173654349,第六章 大數據流程,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807612895,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A87619C37000000076375706F795F72656C656173654349,第七章 大數據職能,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807618370,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A87B5C398000000086375706F795F72656C656173654349,第八章 人工智慧,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807622715,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016B22A9C8F3000000046375706F795F72656C656173654349,2019年6月台北開課計畫,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807776418,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016B22B32730000000056375706F795F72656C656173654349,隨便聊聊 - 為什麼要學 Big Data Framework,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807627882,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016B6606A17A000000076375706F795F72656C656173654349,人才是多數，不應該是單數,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807639004,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016B6CC280D1000000086375706F795F72656C656173654349,2019年7月說明會與課程資訊,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807747599,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016BA77CB74A000000026375706F795F72656C656173654349,啤酒與尿布是傳奇典範，還是純粹的以訛傳訛？,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807674731,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016BEDA78BEF000000016375706F795F72656C656173654349,2019年7月份公開說明會影片分享,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807717785,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016C0092FD3C000000026375706F795F72656C656173654349,2019 年 8 月台灣開課計畫,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807704918,2019-08-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016C9D7D9F78000000016375706F795F72656C656173654349,2019年9月台灣開課計畫,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1566807675645,2019-08-26
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1567045054250,2019-08-29
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1567021915239,2019-08-29
